segment	kind	name	result	dur_ms	enc_id	difficulty	player	metric	value
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	damage	310000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	overkill	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	petdamage	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	dps	5166.67
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	pct	77.50
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	overheal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	absorbheal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	interrupts	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	cc	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	dispels	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	deaths	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	taken	180000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	absorbed	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	blocked	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	prevented	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	misses	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stagger	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stagger_ticked	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	support_given	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	support_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	support_given_heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	support_received_heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	healed_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	self_healed	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	effective	310000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	am_uptime_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	externals_given	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	externals_given_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	externals_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	externals_received_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	support_uptime_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	spans	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	taken10_0	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	absorb_applied	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	absorb_wasted	
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	shields_unknown	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stack_hits	1
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stack_sum	60000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stack_max	60000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stack_cells	1
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C53	stack_auras	1
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	damage	90000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	overkill	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	petdamage	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	dps	1500.00
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	pct	22.50
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	overheal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	absorbheal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	interrupts	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	cc	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	dispels	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	deaths	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	taken	4150000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	absorbed	20000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	blocked	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	prevented	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	misses	1
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	stagger	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	stagger_ticked	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	support_given	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	support_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	support_given_heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	support_received_heal	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	healed_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	self_healed	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	effective	90000
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	am_uptime_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	externals_given	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	externals_given_ms	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	externals_received	0
1	Encounter	Stacks Test Boss	kill	60000	3150	16	Player-1168-0A1B2C51	externals_received_ms	0
